,Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector,description
2631,TSXV,Silver Spruce Resources Inc.,SSE,3565873.89,Canada,NS,Mining,,"Silver Spruce Resources Inc is a Canada-based company focused on exploration for precious and base minerals. The flagship project Pino de Plata located in Chihuahua state Mexico is a high-grade silver project with noteworthy gold, lead, and zinc credits. Its other projects include Kay Mine, Arizona, United States of America, and Cocula, Mexico."
2632,TSX,Silver Standard Resources Inc.,SSO,1586849856.0,Canada,BC,Mining,,
2633,TSX,Silver Wheaton Corp.,SLW,10784005144.0,Canada,BC,Mining,,"Wheaton Precious Metals Corp is a precious metal streaming company. The company has entered into over 20 long-term purchase agreements with 17 different mining companies, for the purchase of precious metals and cobalt. It has streaming agreements covering approximately 19 operating mines and 9 development stage projects. The company's projects include Vale's Salobo mine and silver streams on Glencore's Antamina mine and Goldcorp's Penasquito mine."
2634,TSX,Silvercorp Metals Inc.,SVM,570032039.6,Asia,China,Mining,,"Silvercorp Metals Inc is a mineral mining company. It acquires, explores, develops, and mines precious and base metal mineral properties at its producing mines and exploration and development projects in China. Its segments are Mining and Administrative. Its projects include Ying Mine, HPG Mine, TLP Mine, LM Mine in the Ying Mining District and BYP Gold- Lead-Zinc Mine among others."
2635,TSXV,SilverCrest Metals Inc.,SIL,91461036.55,Canada,BC,Mining,,"SilverCrest Metals Inc involves in the exploration, development and extraction of silver and other precious metals. The company's properties include Las Chispas, Cruz de Mayo, and other projects."
2636,TSXV,Silvermet Inc.,SYI,8526282.96,Canada,ON,Mining,,"Symrise is a global supplier of ingredients for fragrances and flavourings across the food, beverage, household products, and pharmaceutical industries. With 12% market share, it is the world's fourth- largest supplier of fragrances and flavourings. The company was created after a 2003 merger of two companies that originated in 1874 and 1919. With 9,000 employees, Symrise produces 30,000 products sourced from 10,000 mostly natural raw materials such as vanilla, citrus, blossoms, and plant or animal materials, for more than 6,000 customers."
2637,TSXV,Simba Energy Inc.,SMB,29924193.225,Canada,BC,Oil & Gas,,Simba Essel Energy Inc is a Canadian exploration company. Its principal business activity includes the acquisition and exploration of resource properties. The company engages in the process of exploring its oil and gas properties.
2638,TSXV,Sintana Energy Inc.,SEI,4057298.875,Canada,AB,Oil & Gas,,
2639,TSX,SIR Royalty Income Fund,SRV.UN,115750335.9,Canada,ON,Diversified Industries,Consumer Products and Services,"SIR Royalty Income Fund (The fund) holds an investment in SIR (Service Inspired Restaurant) Corp. The company is a privately held corporation that owns and operates a diverse portfolio of restaurants in Canada. It has concept restaurant brands, including Jack Astor's Bar and Grill and Canyon Creek Chop House, Scaddabush/Alice Fazooli's and signature restaurant brands. The fund receives distribution income from its investment in the Partnership and interest income from the SIR Loan. It generates revenue through the license and royalty agreement from its investments in partnership."
2640,TSXV,Sirios Resources Inc.,SOI,40948548.345,Canada,QC,Mining,,"Sirios Resources Inc is engaged in exploration and evaluation of mineral resources. The company aims to discover world-class gold deposit in the James Bay region, in Quebec, Canada. The company owns projects such as Cheechoo, Aquilon, and Pontax. The firm's flagship project is the Cheechoo gold project. The Aquilon project consists of approximately 100 claims covering approximately around 50000 square kilometers. The Pontax property, located in James Bay, Quebec, consists of over 400 claims. The project purpose is to test the potential for diamond and metals in the unexplored region."
2641,TSX,Sirius XM Canada Holdings Inc.,XSR,537716560.6,Canada,ON,Comm & Media,,"The Cushing MLP & Infrastructure Total Return Fund is a non-diversified, closed-end management investment company with an investment objective of seeking a high after-tax total return from a combination of capital appreciation and current income."
2642,TSXV,Sirona Biochem Corp.,SBM,26126520.42,Canada,BC,Life Sciences,Biotechnology,"Sirona Biochem Corp is a development stage biotechnology company. The principal activities of the company are the development of cosmetic and pharmaceutical active ingredients which are licensed to partners in exchange for upfront, milestone and royalty payments. The company acts as a cosmetic ingredient and drug discovery company with a proprietary technology platform with a specialization in the stabilization of carbohydrate molecules. It has a business presence in Canada and France."
2643,TSXV,Siyata Mobile Inc.,SIM,9718854.39,Other,Israel,Technology,Hardware & Equipment,"Siyata Mobile Inc is engaged in the sale of vehicle mounted, cellular-based communications platforms over advanced 4G mobile networks. The company offers rugged phones for industrial users and signal boosters for homes, buildings, and fleets with poor cell coverage. It acts as a developer and provider of cellular communications systems for enterprise customers, specializing in connected vehicle products for professional fleets, marketed under the Uniden Cellular brand. The company serves cellular operators, commercial vehicle technology distributors, and fleets of all sizes in Canada, the U.S., Europe, Australia, and the Middle East. The majority of the company's revenue comes from Israel."
2644,TSXV,Skeena Resources Limited,SKE,34305045.45,Canada,BC,Mining,,"Skeena Resources Ltd is a Canadian mining exploration company focused on developing prospective precious and base metal properties in the Golden Triangle of northwest British Columbia, Canada. The company's primary activities are the exploration and development of the past-producing Snip mine and the recently optioned Eskay Creek mine, both acquired from Barrick."
2645,TSXV,Skyharbour Resources Ltd.,SYH,12334886.2,Canada,BC,Mining,,"Skyharbour Resources Ltd is a Canada-based exploration company. The company is principally engaged in acquisition, exploration, and evaluation of resource properties in Saskatchewan, Canada. Its projects include Moore Lake Project, located on the southeastern ridge of the Athabasca Basin, in northern Saskatchewan, Falcon Point Project located on the east side of the Athabasca Basin and Preston Project located to the south of Arrow uranium deposit."
2646,TSX,Skylon Growth & Income Trust,SKG.UN,43291184.37,Canada,ON,Closed-End Funds,,SkyBridge Technology Group Inc is a USA based green energy company.
2647,TSXV,SLAM Exploration Ltd.,SXL,1151256.64,Canada,NB,Mining,,"Slam Exploration Ltd is a Canada-based mineral resource company. Principally, it is engaged in the acquisition, exploration, and development of exploration and evaluation properties in New Brunswick, Nova Scotia, and Ontario, Canada. Some of the company's properties are Menneval Gold Project, Mt. Victor Property and others."
2648,TSX,Slate Office REIT,SOT.UN,318085703.4,Canada,BC,Real Estate,Industrial/Office/Retail/Residential,"Slate Office REIT is a Canadian based open-ended real estate investment trust. The company focuses on acquiring, holding, developing, maintaining, improving, leasing, managing or otherwise dealing with office properties in Canada. the REIT's portfolio consists of approximately 38 commercial properties located in Canada."
2649,TSX,Slate Retail REIT,SRT.UN,461555967.8,Canada,ON,Real Estate,Industrial/Office/Retail/Residential,"Slate Retail REIT is an unincorporated, open-ended mutual fund trust focused on acquiring, owning and leasing a portfolio of diversified revenue-producing commercial real estate properties in the United States of America with an emphasis on grocery-anchored retail properties. The company's properties include Bloomingdale Plaza, Errol Plaza, Meres Town Center, Oak Hill Village and Salerno Village Square."
2650,TSX,Sleep Country Canada Holdings Inc.,ZZZ,1107614428.0,Canada,ON,Diversified Industries,Consumer Products and Services,"Sleep Country Canada Holdings Inc is engaged in the retail of mattresses. It operates in the retail marketplace, offering mattresses and bedding-related products. The company operates in two segments SCC(Sleep Country Canada Holdings Inc) and Endy(Subsidiary). The company sells bedding products such as bed frames, pillows, mattress pads, sheets, duvets, headboards, and footboards under brands like Sealy, Serta, Simmons, Kingsdown, Contour Collection, Tempur-Pedic, iComfort, Sunset Collection, Dormeo Octaspring, and Natura. The majority of the revenue is generated from the SCC segment. The company operates only in Canada."
2651,TSXV,SLYCE Inc.,SLC,1799914.26,Canada,AB,Technology,Internet Software & Services,
2652,TSXV,Smart Employee Benefits Inc.,SEB,16751036.1,Canada,ON,Technology,Software,"Smart Employee Benefits Inc is a Canadian technology company providing software-enabled services in the areas of healthcare transaction processing, software solutions, and professional services for corporate and government clients. The company's business segments are Benefits and Technology. Its Benefits segment provides software, solutions, services, and products focused on managing group benefit and wellness solutions and healthcare claims processing environments for corporate and government clients. The Technology segment provides solutions in the areas of supply change management, integration, and energy, as well as training and resource provisioning. It earns most of its revenue from the Technology segment."
2653,TSX,Smart Real Estate Investment Trust,SRU.UN,4041629088.0,Canada,ON,Real Estate,Industrial/Office/Retail/Residential,"SmartCentres Real Estate Investment Trust is a Canadian open-ended mutual fund trust. The company principally generates revenue from property leasing operations. Smart REIT comprises two groups of properties: retail and mixed-use. The retail group operates through the ""SmartCentres"" brand, and tenants include supermarkets, fitness centres, restaurants, and clothing and accessory stores. The mixed-use group operates through the ""SmartUrban"" brand and consists of office and residential developments in urban areas."
2654,TSXV,SmartCool Systems Inc.,SSC,2816854.74,Canada,BC,Clean Technology,Energy Efficiency,"SmartCool Systems Inc is a clean technology company. The firm and its subsidiaries are focused on acquiring, commercializing, and marketing energy-saving technologies for commercial and retail businesses. The company has two principal revenue streams namely ESM and ECO3. The ESM is manufactured by a third party in Australia and is designed specifically to reduce the electricity consumption and demand for refrigeration and air conditioning compressors by improving their performance and maintaining temperature control. ECO3 is manufactured in China and is a retrofit product that can be installed on any air conditioning or refrigeration unit, achieving energy efficiency gains as the ESM for smaller systems. The firm generates most of its revenue from Europe, the Middle East, and Africa."
2655,TSX,SNC-Lavalin Group Inc.,SNC,8554472705.0,Canada,QC,Diversified Industries,Industrial Products and Services,"SNC-Lavalin is a fully integrated professional services and project management firm that offers a wide range of services, including financing, consulting, engineering and construction, procurement, and operations and maintenance. The firm serves clients in the resources, infrastructure, nuclear, and engineering design and project management industries. Additionally, the company owns infrastructure projects through its capital segment. Based in Montreal, SNC-Lavalin has offices in more than 50 countries and employs over 50,000 people. The company generated CAD 9.5 billion in sales and CAD 111 million in engineering & construction-related EBIT in 2019."
2656,TSXV,Snipp Interactive Inc.,SPN,15612685.66,USA,USA,Technology,Communication Technology,"Snipp Interactive Inc a loyalty and promotions technology company develops and sells mobile-based promotions software applications and associated campaign services. The company provides its products in a range of solution sets, which include Purchase Promotions and Receipt Processing; Loyalty Programs; Mobile Promotions and Contests; Reward Solutions; Rebate Solutions, and Data Analytics. It offers software applications, which allow advertising agencies, brands, and media to engage and interact with customers. Geographically it operates through in several cities in the United States, and international operations in Canada, India, and Ireland. It derived the majority of its revenues from the United States."
2657,TSXV,Société d'Exploration Minière Vior Inc.,VIO,2912690.595,Canada,QC,Mining,,"Societe d'exploration miniere Vior Inc is a Canada based junior mining exploration company. It operates in the business segment of acquisition and exploration of mining properties. The company's properties are located in Quebec, Canada and Nevada, USA. Some of its mining properties are Big Island Lake, Douay West, Foothills, Ligneris, Mosseau, and Vezza-Noyard."
2658,TSXV,Softrock Minerals Ltd.,SFT,356387.19,Canada,AB,Oil & Gas,,"Softrock Minerals Ltd is a Canadian junior resource exploration company. It is engaged in the acquisition, exploration, and development of petroleum and natural gas reserves in Western Canada. The company owns an interest in Spirit River, Grand Forks, Minhik, Ferrier, Lithiumn, Potash and Diamonds properties in Alberta and several other properties in Saskatchewan."
2659,TSXV,Sojourn Ventures Inc.,SOJ,410554.35,Canada,BC,Mining,,"Sojitz Corp is a Japanese business conglomerate. The group operates nine business segments: automotive, aerospace and IT, energy, metals and coal, foods and agriculture, lifestyle commodities and materials, infrastructure and environment, chemicals, and retail. The largest segment by profit, chemicals, conducts trading operations in liquid chemicals such as methanol, petrochemical products such as plastics, and inorganic chemicals including rare earths and mineral-related products. The next segment contributing significantly to profits, automotive, includes a vehicle export, wholesale, assembly, and dealership business in the Association of Southeast Asian Nations region, as well as in Russia and Central and South America."
2660,TSXV,Sokoman Iron Corp.,SIC,1037269.71,Canada,NL,Mining,,"Sokoman Minerals Corp,is a discovery-focused company with projects in Newfoundland and Labrador, Canada. Sokoman's primary focus is its portfolio of gold projects in Central Newfoundland. The Company also has interests in early-stage gold, base-metal and antimony projects in Newfoundland."
2661,TSXV,Solar Alliance Energy Inc.,SAN,3734155.8,Canada,BC,Clean Technology,Renewable Energy Production and Distribution,"Sandstorm Gold Ltd provides financing to companies engaged in gold mining through gold stream and royalty. Geographically, the company has operational footprints in North America, South & Central America, Africa, and Asia & Australia. The firm's royalties include Hod Maden, Santa Elena, Chapada, and Cerro Moro."
2662,TSXV,Solarvest BioEnergy Inc.,SVS,5430054.0,Canada,PE,Clean Technology,Low Impact Material and Products,"Solarvest BioEnergy Inc is engaged in the development of its algal-based production systems to produce natural-based green commercial products including nutritional products, oils, and biologic therapies."
2663,TSXV,Solegear Bioplastic Technologies Inc.,SGB,7802469.5,Canada,BC,Clean Technology,Low Impact Material and Products,"Standard Bank Group Ltd provides banking and other financial services for its customers in roughly 20 countries in sub-Saharan Africa. Its two biggest business segments are personal and business banking and corporate and investment banking. The company earns most of its income from the personal and business banking segment, where it offers credit cards, mortgages, vehicle loans, insurance, and other lending and transactional products. The company generates nearly all its income in Africa, with most coming from South Africa."
2664,TSXV,SolidusGold Inc.,SDC,9631733.67,Canada,BC,Mining,,"SolidusGold Inc is a Canada based company engaged in the exploration and development of precious and base metals. The company holds the interest in the Honeymoon property. Its Honeymoon property is an early stage gold-silver-copper property located on the west side of Adams Lake, British Columbia."
2665,TSX,Solitario Exploration & Royalty Corp.,SLR,35645573.88,USA,USA,Mining,,"Solitario Zinc Corp is a zinc focused exploration company engaging in the acquisition, exploration, and development of zinc properties in safe jurisdictions in North and South America. It has joint venture interests in two large, high-grade zinc development projects. The Florida Canyon Zinc Project in Peru is a development asset held jointly with Nexa Resources S.A. and the Lik Zinc Project represents a large-tonnage, high-grade development project in Alaska in partnership with Teck Resources. In addition, the company has an additional portfolio of exploration properties and royalties in the Americas."
2666,TSX,Solium Capital Inc.,SUM,402047003.3,Canada,AB,Technology,Software,"Summit Industrial Income REIT is a Canada-based mutual fund trust. The Trust is involved in the commercial leasing of real estate property with property locations in Ontario, Western Canada, Quebec and Atlantic Canada. The company is focused on the light industrial sector of the Canadian real estate industry."
2667,TSXV,Sonor Investments Ltd.,SNI.PR.A,1081668.0,Canada,ON,Financial Services,,"Sonor Investments Ltd is a Canadian based company, engages in the business of making portfolio investments in public and private equity and fixed income securities with the objective of preserving its capital and growing it over the long term."
2668,TSXV,Sonora Gold & Silver Corp.,SOC,3046308.6,Canada,BC,Mining,,"Sonora Gold & Silver Corp is an exploration stage mineral company. It is engaged in the exploration and development of precious and base metal projects in Tanzania. The company's property is a gold-silver rich area. Its property portfolio consists of Handeni Property located in The Handeni Tanga Mining District of United Republic of Tanzania, Africa. It operates in one industry being the Mineral Resource Industry."
2669,TSXV,Sonoro Energy Ltd.,SNV,4012012.62,Canada,BC,Oil & Gas,,"Sonoro Energy Ltd is engaged in exploration, development and production of oil and gas resources. The company operations include Selat Panjang, Budong Budong."
2670,TSXV,Sonoro Metals Corp.,SMO,2189482.74,Canada,AB,Mining,,"Sonoro Metals Corp is a Canadian mineral exploration company which is principally engaged in acquisition, exploration, and development of exploration and evaluation assets. The company's exploration assets include San Marcial property, Cerro Caliche properties, and Chiprino properties in Mexico. The company operates through the single segment being the Exploration of mineral properties."
2671,TSXV,Sora Capital Corp.,SOR,3229404.78,Canada,BC,Financial Services,,"Organizacion Soriana SAB de CV is a Mexican company with a multiformat strategy. Soriana offers a diverse range of products: food, clothing, healthcare, and basic services. The company operates self-service stores, warehouse clubs, and convenience stores. Store formats are diverse, from hypermarkets with 7,000-square-metre average sales floor area, as with Soriana Hiper; to stores offering low prices on basic commodities, as with Soriano Mercado; to stores offering high-quality products, as with Soriana Super."
2672,TSXV,Source Exploration Corp.,SOP,1621408.265,Canada,BC,Mining,,"SOPerior Fertilizer Corp is an exploration and development-stage company. The company's principal activity is to develop projects focused on the production of sulfate of potash (SOP). It focuses on Valleyfield and Blawn Mountain Projects. The firm's Valleyfield project is located in Valleyfield, Quebec, which focuses on utilizing Mannheim technology to produce SOP. The development of the Blawn Mountain Project in Utah involves the exploration, development, and production of mineral resources and is focused on the exploration of alunite in order to produce SOP, co-product sulphuric acid, and alumina. The corporation's development projects are located in the United States of America and in Canada."
2673,TSXV,Southern Arc Minerals Inc.,SA,7594058.0,Canada,BC,Mining,,Southern Arc Minerals Inc is a Canadian-based mineral exploration company. The company is focused on creating value through project generation and strategic investments in mineral resource companies with a focus on gold and copper-gold. Southern Arc Minerals conducts its business as a single operating segment. The company's exploration properties include West Lombok in Indonesia.
2674,TSXV,Southern Lithium Corp.,SNL,9568000.0,Canada,BC,Mining,,"Sino Land is a property developer mainly engaged in residential development in Hong Kong. It also holds a portfolio of investment properties in the city, mostly commercial properties adjoining the housing projects it built in the past. Many of its residential projects were developed in joint ventures with government-related entities such as MTR and Urban Renewal Authority.Rental income and property development each account for 40% to 50% of the earnings, mainly derived from Hong Kong. Hotel and other segments account for the remaining 10% of earnings. The company is 55% owned by Tsim Sha Tsui Properties, an entity controlled by the estate of the late Mr. Ng Teng Fong, the company's founder."
2675,TSXV,Southern Silver Exploration Corp.,SSV,26760783.36,Canada,BC,Mining,,"Southern Silver Exploration Corp is a Canadian company engaged in acquisition, exploration, and development of natural resource properties for enhancement of value and disposition according to sales agreements or development by way of third-party option or joint venture agreements. Its properties include Cerro Las Minitas and Oro. The Cerro Las Minitas property is a silver-lead-zinc property, which is located in the northeast of the city of Durango in Durango State, Mexico. The Oro property is a gold-silver-copper- lead-zinc property, which is located in the southwest of the Silver City porphyry copper district."
2676,TSX,SouthGobi Resources Ltd.,SGQ,83751536.38,Canada,BC,Mining,,"Southgobi Resources Ltd together with its subsidiaries is an integrated coal mining, development, and exploration company. The company's reportable operating segment is its Coal Division which is principally engaged in coal mining, development, and exploration in Mongolia. The company also holds the mining and exploration licenses of other metallurgical and thermal coal deposits in the South Gobi Province of Mongolia. The company owns the following operating coal mine and coal projects in Mongolia: the Ovoot Tolgoi Mine, the Soumber Deposit, and the Zag Suuj Deposit."
2677,TSXV,Spackman Equities Group Inc.,SQG,5956007.32,Asia,Hong Kong,Financial Services,,"Spackman Equities Group Inc is engaged in the business of identifying and investing in or acquiring small/medium-sized growth companies. The company focuses on investing in acquiring growth companies in Asia, principally in the Republic of Korea at attractive valuations, building a diversified portfolio of such growth companies and, delivering the collective value derived from the performance of these businesses to the shareholders."
2678,TSXV,Spada Gold ltd.,SPL.P,289200.0,Canada,BC,CPC,,"Dividend 15 Split Corp is a Canadian is a mutual fund corporation. It aims to pay monthly cash dividends. The company invests in a portfolio of dividend yielding, high-quality Canadian companies. It offers two types of shares i.e. class A shares and preferred shares. The company's investment objectives are to provide holders of preferred shares with fixed cumulative preferential monthly cash dividends as well as to provide holders of Class A shares with regular monthly cash distribution."
2679,TSXV,Spanish Mountain Gold Ltd.,SPA,19630293.57,Canada,BC,Mining,,"Spanish Mountain Gold Ltd is an exploration stage resource company. The Spanish Mountain gold deposit is a bulk-tonnage, gold system of finely disseminated gold. In terms of revenue, the company does not generate any revenue and depends upon equity financing. It has one operating segment being Mineral Exploration, and all of its long-term assets are located in Canada."
2680,TSX,Spartan Energy Corp.,SPE,1131183729.0,Canada,AB,Oil & Gas,,"Spectral Medical Inc is focused on the development and commercialization of a treatment for septic shock utilizing its endotoxin activity assay (EAA) diagnostic and the toraymyxin therapeutic. The company also manufactures and sells proprietary reagents. The product line of the company consists of proprietary biochemical, EAA, and instrumentation. The EAA diagnostic product generates maximum revenue for the company. Geographically the company exports its products to USA, France, Italy, Japan, and Ireland; out of which the USA region generates maximum income for the company."
2681,TSXV,Sparton Resources Inc.,SRI,7239404.9,Canada,ON,Mining,,Sparton Resources Inc is an exploration and development stage company and has interests in exploration and evaluation properties in Canada and China. The company focuses on financing for its Vanadium project in China and evaluating other opportunities related to the energy storage industry. It generates revenue from contract drilling services. The company other properties include Bruell Gold Property in Quebec.
2682,TSXV,Spearmint Resources Inc.,SRJ,1857240.04,Canada,BC,Mining,,
2683,TSXV,Spectra Inc.,SSA,558534.74,Canada,ON,Diversified Industries,Consumer Products and Services,"Spectra Products Inc is a company engaged in manufacturing and supplying safety and productivity enhancement products to the bus and truck transportation industry. The operating segment of the company is Bus and Truck Transportation Safety Equipment. It manufactures and markets brake and wheel-end monitoring equipment as an after-market product through transportation dealers, distributors and direct sales to fleet operators. Geographically, it generates majority revenue from Canada and also has a presence in China and the United States."
2684,TSX,Spectra7 Microsystems Inc.,SEV,46282591.53,USA,USA,Technology,Hardware & Equipment,"Spectra7 Microsystems Inc manufactures semiconductor, targeting growth markets in virtual reality, augmented reality, data centers, and consumer connectivity. The company is a consumer connectivity company delivering bandwidth, speed and resolution to enable industrial design for consumer electronics manufacturers in Virtual Reality (VR), Augmented Reality (AR), Wearable Computing, Data Centers and Ultra-HD 4K/8K Displays. It operates in one operating segment, semiconductors."
2685,TSX,Spectral Medical Inc.,EDT,40397289.47,Canada,ON,Life Sciences,Healthcare Facilities and Equipment,"Spectral Medical Inc is focused on the development and commercialization of a treatment for septic shock utilizing its endotoxin activity assay (EAA) diagnostic and the toraymyxin therapeutic. The company also manufactures and sells proprietary reagents. The product line of the company consists of proprietary biochemical, EAA, and instrumentation. The EAA diagnostic product generates maximum revenue for the company. Geographically the company exports its products to USA, France, Italy, Japan, and Ireland; out of which the USA region generates maximum income for the company."
2686,TSX,Sphere FTSE Asia Sustainable Yield Index ETF,SHA,2346000.0,Canada,ON,ETP,,"Newmont is the world's largest gold producer. In 2019, the company produced 6.3 million attributable ounces of gold and 624 million attributable gold equivalent ounces from the sale of byproducts. On a long-term basis, the company expects to produce 6.2 to 6.7 million ounces of annual gold production while driving all-in sustaining costs down to $800 per $900 per ounce. In comparison, 2019 AISC was $966 per ounce."
2687,TSX,Sphere FTSE Canada Sustainable Yield Index ETF,SHC,4600000.0,Canada,ON,ETP,,"Sharp Corp is a Japan-based company that is principally engaged in producing and selling a broad range of consumer and industrial electronic products. The company's business segments consist of the consumer electronics segment, the energy solutions segment, the business solutions segment, the electronic components and devices segment, and the display devices segment. The company generates over half of its revenue from the consumer electronics segment and the display devices segment. It has a global business presence, with China, Japan, the Americas, and Europe its four largest markets."
2688,TSX,Sphere FTSE Emerging Markets Sustainable Yield Index ETF,SHZ,4950000.0,Canada,ON,ETP,,"Shenzhou is the largest vertically integrated knitwear manufacturer in the world. The group mainly produces sportswear (68% of 2018 revenue), casual wear (25% of 2018 revenue), and lingerie (6% of 2018 revenue) for international clients such as Nike, Adidas, Puma, and Uniqlo. Mainland China is the company's largest market, accounting for 30% of sales in 2018, while its second-largest market is Japan at 18%. Europe and the U.S. were even, with each contributing to around 15% of Shenzhou's overall revenue. The firm has factories in China, Cambodia, and Vietnam."
2689,TSX,Sphere FTSE Europe Sustainable Yield Index ETF,SHE,2002000.0,Canada,ON,ETP,,"Morneau Shepell is a human resources company that provides consulting and administrative services in four segments: well-being, administrative outsourcing, consulting, and absence management. The well-being segment, which produces the most revenue, offers educational and counseling services aimed at supporting employee and family needs. The administrative outsourcing and consulting segment focuses on pension and benefit plans for clients' employees. Absence management provides support and administrative services for companies regarding disability, attendance, and workers compensation. The company generates most of its revenue in the United States and Canada."
2690,TSX,Sphere FTSE US Sustainable Yield Index ETF,SHU,3138000.0,Canada,ON,ETP,,"Shurgard Self Storage SA is an owner and operator of self-storage centers. The company has two reportable segments namely Same Stores and Non-Same Stores. It generates maximum revenue from the Same Stores segment. Geographically, it derives majority revenue from the Netherlands and also has a presence in France, Sweden, UK, Belgium, Germany, and Denmark."
2691,TSXV,Sphinx Resources Ltd.,SFX,3029980.525,Canada,QC,Mining,,"Sphinx Resources Ltd is engaged in acquisition, exploration, and development of mineral projects. Its strategy is to generate or acquire quality projects with social acceptability, low-cost exploration by ensuring year-round ground access, and a focus on precious metals and high-grade zinc. Some of the projects of the company comprise Cheechoo-Eleonore Trend, Calumet-Sud, GPD, Chemin Troilus and many more."
2692,TSX,Spin Master Corp.,TOY,867094539.8,Canada,ON,Diversified Industries,Consumer Products and Services,"Spin Master is a children's entertainment company operating in the nearly $90 billion global toy industry. The company creates, designs, manufactures, and markets a portfolio of products, brands, and entertainment properties across five key categories (outdoor, remote control and interactive, boys action and construction, preschool and girls, and activities games and puzzles and plush). Spin Master has increased brand awareness via homegrown brands including Paw Patrol, Rusty Rivets, and Bakugan but has leaned on a robust acquisition strategy to reach adjacent markets through tie-ups like Gund, Swimways, and Cardinal Games. The company has global reach, with 28 offices and sales in over 100 markets."
2693,TSXV,Sportscene Group Inc.,SPS.A,19824890.68,Canada,QC,Diversified Industries,Consumer Products and Services,"Sportscene Group Inc operates a chain of sports entertainment-themed resto-bars in Quebec. The company's operations are organized into three operating segments. The Restaurant segment consists of corporate and joint venture restaurants. The Franchising segment is dedicated to franchise development and services to restaurants, such as construction and technological support. The Other Activities segment includes sales of branded products in grocery stores, event catering, sports complex operation and the sale of broadcasting rights."
2694,TSXV,Spot Coffee (Canada) Ltd.,SPP,7519563.59,Canada,ON,Diversified Industries,Consumer Products and Services,"Spot Coffee (Canada) Ltd is a Canada-based company that designs, builds and operates community-oriented cafes. It provides customers service, light meals, and in-house roasted gourmet coffee. It derives its revenue from retail food and beverage sales at SPoT cafe retail locations, the wholesale of roasted coffee beans, licensing and royalty fees and franchise fees."
2695,TSXV,Spriza Media Inc.,SPZ,2488019.45,Canada,AB,Technology,Software,
2696,TSX,Sprott Inc.,SII,638562202.3,Canada,ON,Financial Services,,"Sprott Inc is an alternative asset manager operating in Canada. The company has Six reportable segments such as Exchange Listed Products; Managed Equities; Lending; Brokerage; Corporate; and All Other Segments. It generates maximum revenue from the Exchange Listed Products segment. Exchange Listed Products segment provides management services to the company's closed-end physical trusts and exchange traded funds, both of which are actively traded on public securities exchanges. Geographically, it derives a majority of revenue from Canada and also has a presence in the United States."
2697,TSX,Sprott Physical Gold Trust,PHY.U,2072535365.0,Canada,ON,Closed-End Funds,,"Sprott Physical Gold Trust is a closed-end mutual fund trust. It provides a secure, convenient and exchange-traded investment alternative for investors interested in holding physical gold bullion without the inconvenience associated with a direct investment in physical gold bullion. It invests primarily in long-term holdings of unencumbered, fully allocated, physical gold bullion and does not and will not speculate about short-term changes in gold prices."
2698,TSX,Sprott Physical Platinum and Palladium Trust,PPT.U,111430193.3,Canada,ON,Closed-End Funds,,"China Jinmao is a mid-cap real estate developer in China. In 2019, it ranked among the top 20 in the leagues table by contract sale value. The company is the real estate division of Sinochem, a large central government controlled SOE. The company focuses on premium residential projects and high-quality commercial assets in upper tier cities. Sinochem is the controlling shareholder holding a stake of 35%. After a share placement in 2019, Ping An became the second largest shareholder with a stake of 15%."
2699,TSX,Sprott Physical Silver Trust,PHS.U,902099723.6,Canada,ON,Closed-End Funds,,"Sprott Physical Silver Trust is a closed-end mutual fund trust, created to invest and hold substantially all of its assets in physical silver bullion. The Trust seeks to provide a secure, convenient and exchange-traded investment alternative for investors interested in holding physical silver bullion without the inconvenience that is typical of a direct investment in physical silver bullion. The Trust achieve its objective by investing primarily in long-term holdings of unencumbered, fully allocated, physical silver bullion and does not speculate with regard to short-term changes in silver prices."
2700,TSX,Sprott Resource Corp.,SCP,51236214.06,USA,USA,Financial Services,,
2701,TSXV,Spruce Ridge Resources Ltd.,SHL,1468722.44,Canada,ON,Mining,,"Spruce Ridge Resources Ltd is an exploration-stage company that is in the process of exploring its mineral properties located in Canada. The company owns an interest volcanogenic massive sulphide deposit in the Great Burnt Zone, Crawford Nickel, Drumlummon Tailings located in Montana, and Viking and Kramer Properties."
2702,TSXV,SQI Diagnostics Inc.,SQD,15371918.84,Canada,ON,Life Sciences,Healthcare Facilities and Equipment,"SQI Diagnostics Inc is a Canada based diagnostics company. It is engaged in developing and commercializing proprietary technologies and products for multiplexing diagnostics. The company develops multiplexed tests and automated systems for customers to measure biomarkers in blood or other common sample types. It offers solutions to the testing needs of three markets namely, Pharmaceutical and Biotechnology drug development, Human diagnostic testing, and Animal health diagnostic testing. Its multiplexed products and services include detecting and quantifying proteins, antibodies, and DNA. The company principally operates in the geographic regions of North America and Europe, of which the majority of the revenue is derived from Europe."
2703,TSX,St. Augustine Gold and Copper Limited,SAU,36337916.7,USA,USA,Mining,,"St. Augustine Gold and Copper Ltd engages in the acquisition, development, and exploration of mineral properties. It focuses on the King-king Copper-Gold Project, located in Mindanao in the Philippines."
